Agno;Tipo Institucion;Matricula primer agno hombres;Matricula primer agno mujeres
2010;Univ.;30;39
2010;Univ.;10;45
2010;Univ.;148;123
2010;Univ.;;69
2010;Univ.;27;194
2010;Univ.;16;33
2010;Univ.;37;58
2010;Univ.;12;5
2010;Univ.;29;28
2010;Univ.;35;54
2010;Univ.;6;19
2010;Univ.;7;32
2010;Univ.;25;51
2010;Univ.;14;3
2010;Univ.;;
2010;Univ.;46;3
2010;Univ.;10;103
2010;Univ.;64;37
2010;Univ.;22;43
2010;Univ.;50;51
2010;Univ.;141;49
2010;Univ.;447;102
2010;Univ.;41;39
2010;Univ.;38;42
2010;Univ.;33;20
2010;Univ.;78;49
2010;Univ.;42;28
2010;Univ.;69;28
2010;Univ.;17;45
2010;Univ.;28;8
2010;Univ.;16;10
2010;Univ.;9;13
2010;Univ.;;
2010;Univ.;25;23
2010;Univ.;28;50
2010;Univ.;29;52
2010;Univ.;39;46
2010;Univ.;21;39
2010;Univ.;;
2010;Univ.;28;49
2010;Univ.;26;27
2010;Univ.;24;14
2010;Univ.;48;15
2010;Univ.;21;17
2010;Univ.;29;13
2010;Univ.;40;21
2010;Univ.;19;17
2010;Univ.;19;14
2010;Univ.;13;22
2010;Univ.;25;42
2010;Univ.;41;31
2010;Univ.;18;29
2010;Univ.;26;43
2010;Univ.;42;22
2010;Univ.;19;53
2010;Univ.;38;26
2010;Univ.;91;69
2010;Univ.;1;42
2010;Univ.;3;45
2010;Univ.;;40
2010;Univ.;;42
2010;Univ.;20;65
2010;Univ.;21;60
2010;Univ.;5;16
2010;Univ.;8;19
2010;Univ.;12;37
2010;Univ.;12;16
2010;Univ.;9;17
2010;Univ.;18;25
2010;Univ.;;37
2010;Univ.;44;
2010;Univ.;7;7
2010;Univ.;23;19
2010;Univ.;19;34
2010;Univ.;20;20
2010;Univ.;21;24
2010;Univ.;24;4
2010;Univ.;14;23
2010;Univ.;41;23
2010;Univ.;16;7
2010;Univ.;26;50
2010;Univ.;20;90
2010;Univ.;14;36
2010;Univ.;22;27
2010;Univ.;67;47
2010;Univ.;10;56
2010;Univ.;11;70
2010;Univ.;34;50
2010;Univ.;40;49
2010;Univ.;33;32
2010;Univ.;23;24
2010;Univ.;15;16
2010;Univ.;29;28
2010;Univ.;29;14
2010;Univ.;18;4
2010;Univ.;38;23
2010;Univ.;46;2
2010;Univ.;48;2
2010;Univ.;53;7
2010;Univ.;42;6
2010;Univ.;56;11
2010;Univ.;39;11
2010;Univ.;47;7
2010;Univ.;44;14
2010;Univ.;37;17
2010;Univ.;54;2
2010;Univ.;107;39
2010;Univ.;36;18
2010;Univ.;12;13
2010;Univ.;16;17
2010;Univ.;29;26
2010;Univ.;12;19
2010;Univ.;28;5
2010;Univ.;15;18
2010;Univ.;39;45
2010;Univ.;76;59
2010;Univ.;68;45
2010;Univ.;17;14
2010;Univ.;12;6
2010;Univ.;6;16
2010;Univ.;37;43
2010;Univ.;12;29
2010;Univ.;7;1
2010;Univ.;15;36
2010;Univ.;;
2010;Univ.;;
2010;Univ.;18;22
2010;Univ.;;
2010;Univ.;14;44
2010;Univ.;1;9
2010;Univ.;12;15
2010;Univ.;18;15
2010;Univ.;16;36
2010;Univ.;14;48
2010;Univ.;13;36
2010;Univ.;108;94
2010;Univ.;3;61
2010;Univ.;;57
2010;Univ.;15;69
2010;Univ.;11;30
2010;Univ.;8;19
2010;Univ.;19;33
2010;Univ.;46;26
2010;Univ.;16;19
2010;Univ.;26;14
2010;Univ.;19;39
2010;Univ.;24;40
2010;Univ.;27;10
2010;Univ.;19;20
2010;Univ.;30;36
2010;Univ.;6;6
2010;Univ.;21;39
2010;Univ.;27;38
2010;Univ.;34;26
2010;Univ.;46;5
2010;Univ.;77;7
2010;Univ.;71;9
2010;Univ.;25;10
2010;Univ.;47;10
2010;Univ.;116;55
2010;Univ.;61;9
2010;Univ.;27;24
2010;Univ.;39;1
2010;Univ.;53;3
2010;Univ.;12;37
2010;Univ.;22;31
2010;Univ.;77;6
2010;Univ.;52;26
2010;Univ.;35;10
2010;Univ.;66;
2010;Univ.;45;30
2010;Univ.;44;43
2010;Univ.;;
2010;Univ.;30;26
2010;Univ.;14;21
2010;Univ.;9;4
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;15;16
2010;Univ.;14;24
2010;Univ.;35;6
2010;Univ.;5;8
2010;Univ.;;
2010;Univ.;16;35
2010;Univ.;49;4
2010;Univ.;50;2
2010;Univ.;73;4
2010;Univ.;95;10
2010;Univ.;91;11
2010;Univ.;35;6
2010;Univ.;42;10
2010;Univ.;48;15
2010;Univ.;69;12
2010;Univ.;85;39
2010;Univ.;154;61
2010;Univ.;31;6
2010;Univ.;105;16
2010;Univ.;16;7
2010;Univ.;52;11
2010;Univ.;64;5
2010;Univ.;218;72
2010;Univ.;223;88
2010;Univ.;31;19
2010;Univ.;46;15
2010;Univ.;61;20
2010;Univ.;33;12
2010;Univ.;62;18
2010;Univ.;;
2010;Univ.;;
2010;Univ.;33;
2010;Univ.;40;
2010;Univ.;;
2010;Univ.;16;1
2010;Univ.;17;5
2010;Univ.;9;2
2010;Univ.;;
2010;Univ.;1;
2010;Univ.;8;3
2010;Univ.;33;8
2010;Univ.;7;3
2010;Univ.;49;1
2010;Univ.;40;4
2010;Univ.;104;4
2010;Univ.;43;2
2010;Univ.;28;3
2010;Univ.;66;38
2010;Univ.;26;32
2010;Univ.;20;22
2010;Univ.;9;9
2010;Univ.;24;8
2010;Univ.;9;15
2010;Univ.;1;6
2010;Univ.;10;26
2010;Univ.;43;2
2010;Univ.;80;12
2010;Univ.;29;6
2010;Univ.;58;8
2010;Univ.;68;21
2010;Univ.;45;
2010;Univ.;72;1
2010;Univ.;39;
2010;Univ.;77;3
2010;Univ.;32;
2010;Univ.;75;
2010;Univ.;42;4
2010;Univ.;;
2010;Univ.;;
2010;Univ.;49;1
2010;Univ.;37;
2010;Univ.;44;7
2010;Univ.;19;23
2010;Univ.;29;1
2010;Univ.;;
2010;Univ.;28;12
2010;Univ.;8;1
2010;Univ.;27;30
2010;Univ.;19;28
2010;Univ.;7;1
2010;Univ.;24;3
2010;Univ.;50;57
2010;Univ.;;
2010;Univ.;37;72
2010;Univ.;7;15
2010;Univ.;;
2010;Univ.;74;77
2010;Univ.;;
2010;Univ.;10;31
2010;Univ.;11;16
2010;Univ.;;
2010;Univ.;28;30
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;24;32
2010;Univ.;30;31
2010;Univ.;17;17
2010;Univ.;93;96
2010;Univ.;19;12
2010;Univ.;32;11
2010;Univ.;20;16
2010;Univ.;14;25
2010;Univ.;22;9
2010;Univ.;23;17
2010;Univ.;22;36
2010;Univ.;;
2010;Univ.;22;40
2010;Univ.;2;14
2010;Univ.;9;21
2010;Univ.;;
2010;Univ.;13;23
2010;Univ.;30;19
2010;Univ.;;
2010;Univ.;19;10
2010;Univ.;13;23
2010;Univ.;;
2010;Univ.;9;36
2010;Univ.;;
2010;Univ.;22;31
2010;Univ.;;
2010;Univ.;12;37
2010;Univ.;14;28
2010;Univ.;19;44
2010;Univ.;44;30
2010;Univ.;12;33
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;22;21
2010;Univ.;116;16
2010;Univ.;;
2010;Univ.;76;12
2010;Univ.;;
2010;Univ.;24;6
2010;Univ.;41;10
2010;Univ.;;
2010;Univ.;80;15
2010;Univ.;;
2010;Univ.;71;21
2010;Univ.;68;30
2010;Univ.;;
2010;Univ.;79;13
2010;Univ.;;
2010;Univ.;42;32
2010;Univ.;55;31
2010;Univ.;;
2010;Univ.;73;8
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;12;36
2010;Univ.;7;34
2010;Univ.;7;29
2010;Univ.;34;11
2010;Univ.;21;16
2010;Univ.;38;21
2010;Univ.;39;7
2010;Univ.;30;3
2010;Univ.;;
2010;Univ.;34;11
2010;Univ.;;
2010;Univ.;34;8
2010;Univ.;18;7
2010;Univ.;35;11
2010;Univ.;;
2010;Univ.;30;10
2010;Univ.;34;8
2010;Univ.;48;16
2010;Univ.;40;6
2010;Univ.;26;12
2010;Univ.;48;6
2010;Univ.;;
2010;Univ.;29;22
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;16;25
2010;Univ.;27;17
2010;Univ.;37;26
2010;Univ.;82;44
2010;Univ.;62;37
2010;Univ.;19;26
2010;Univ.;2;5
2010;Univ.;14;8
2010;Univ.;14;3
2010;Univ.;45;61
2010;Univ.;41;39
2010;Univ.;10;27
2010;Univ.;31;13
2010;Univ.;19;35
2010;Univ.;22;22
2010;Univ.;35;22
2010;Univ.;28;25
2010;Univ.;23;46
2010;Univ.;44;42
2010;Univ.;;38
2010;Univ.;13;30
2010;Univ.;36;23
2010;Univ.;25;19
2010;Univ.;12;28
2010;Univ.;12;54
2010;Univ.;15;53
2010;Univ.;28;30
2010;Univ.;44;27
2010;Univ.;8;34
2010;Univ.;26;42
2010;Univ.;19;36
2010;Univ.;23;39
2010;Univ.;34;25
2010;Univ.;7;51
2010;Univ.;29;25
2010;Univ.;26;4
2010;Univ.;56;
2010;Univ.;59;10
2010;Univ.;53;22
2010;Univ.;56;20
2010;Univ.;43;1
2010;Univ.;;
2010;Univ.;11;20
2010;Univ.;24;4
2010;Univ.;50;13
2010;Univ.;57;8
2010;Univ.;;
2010;Univ.;18;22
2010;Univ.;43;49
2010;Univ.;38;53
2010;Univ.;21;26
2010;Univ.;14;17
2010;Univ.;8;12
2010;Univ.;41;42
2010;Univ.;18;2
2010;Univ.;51;24
2010;Univ.;;
2010;Univ.;;
2010;Univ.;4;10
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;4;16
2010;Univ.;25;21
2010;Univ.;36;50
2010;Univ.;47;48
2010;Univ.;32;56
2010;Univ.;6;6
2010;Univ.;15;45
2010;Univ.;;
2010;Univ.;2;
2010;Univ.;13;15
2010;Univ.;5;23
2010;Univ.;14;12
2010;Univ.;33;25
2010;Univ.;2;18
2010;Univ.;24;30
2010;Univ.;33;30
2010;Univ.;59;4
2010;Univ.;62;5
2010;Univ.;28;11
2010;Univ.;54;16
2010;Univ.;57;35
2010;Univ.;55;34
2010;Univ.;89;35
2010;Univ.;25;27
2010;Univ.;24;2
2010;Univ.;42;17
2010;Univ.;25;6
2010;Univ.;30;46
2010;Univ.;6;5
2010;Univ.;16;29
2010;Univ.;24;55
2010;Univ.;38;43
2010;Univ.;35;33
2010;Univ.;48;35
2010;Univ.;32;29
2010;Univ.;26;5
2010;Univ.;7;3
2010;Univ.;6;7
2010;Univ.;;
2010;Univ.;23;36
2010;Univ.;35;32
2010;Univ.;16;44
2010;Univ.;2;49
2010;Univ.;1;47
2010;Univ.;10;32
2010;Univ.;12;29
2010;Univ.;29;38
2010;Univ.;12;30
2010;Univ.;18;42
2010;Univ.;33;35
2010;Univ.;24;49
2010;Univ.;28;25
2010;Univ.;24;19
2010;Univ.;35;13
2010;Univ.;11;17
2010;Univ.;10;53
2010;Univ.;14;11
2010;Univ.;42;5
2010;Univ.;46;13
2010;Univ.;25;27
2010;Univ.;47;2
2010;Univ.;13;33
2010;Univ.;49;3
2010;Univ.;34;23
2010;Univ.;76;17
2010;Univ.;99;11
2010;Univ.;15;27
2010;Univ.;38;24
2010;Univ.;11;26
2010;Univ.;45;39
2010;Univ.;;14
2010;Univ.;3;21
2010;Univ.;25;1
2010;Univ.;10;8
2010;Univ.;7;9
2010;Univ.;5;36
2010;Univ.;19;15
2010;Univ.;15;1
2010;Univ.;6;1
2010;Univ.;32;9
2010;Univ.;28;20
2010;Univ.;65;16
2010;Univ.;21;20
2010;Univ.;20;1
2010;Univ.;60;21
2010;Univ.;16;35
2010;Univ.;32;18
2010;Univ.;13;8
2010;Univ.;28;32
2010;Univ.;13;14
2010;Univ.;30;26
2010;Univ.;43;59
2010;Univ.;35;41
2010;Univ.;60;59
2010;Univ.;20;17
2010;Univ.;53;70
2010;Univ.;7;18
2010;Univ.;9;35
2010;Univ.;13;23
2010;Univ.;18;14
2010;Univ.;19;19
2010;Univ.;7;20
2010;Univ.;37;46
2010;Univ.;30;14
2010;Univ.;22;54
2010;Univ.;16;14
2010;Univ.;24;6
2010;Univ.;29;7
2010;Univ.;10;5
2010;Univ.;26;23
2010;Univ.;11;25
2010;Univ.;27;58
2010;Univ.;21;31
2010;Univ.;28;57
2010;Univ.;69;54
2010;Univ.;;33
2010;Univ.;14;14
2010;Univ.;26;17
2010;Univ.;33;24
2010;Univ.;6;35
2010;Univ.;12;53
2010;Univ.;9;29
2010;Univ.;6;42
2010;Univ.;15;25
2010;Univ.;11;20
2010;Univ.;34;34
2010;Univ.;6;48
2010;Univ.;5;34
2010;Univ.;6;42
2010;Univ.;30;56
2010;Univ.;18;29
2010;Univ.;17;20
2010;Univ.;13;23
2010;Univ.;17;34
2010;Univ.;33;34
2010;Univ.;87;20
2010;Univ.;52;23
2010;Univ.;56;35
2010;Univ.;70;49
2010;Univ.;76;37
2010;Univ.;16;14
2010;Univ.;15;10
2010;Univ.;4;7
2010;Univ.;4;2
2010;Univ.;9;24
2010;Univ.;21;28
2010;Univ.;11;9
2010;Univ.;10;7
2010;Univ.;4;5
2010;Univ.;6;7
2010;Univ.;;
2010;Univ.;7;5
2010;Univ.;;
2010;Univ.;;
2010;Univ.;8;36
2010;Univ.;34;54
2010;Univ.;;51
2010;Univ.;7;36
2010;Univ.;6;19
2010;Univ.;19;29
2010;Univ.;36;28
2010;Univ.;;
2010;Univ.;5;6
2010;Univ.;5;45
2010;Univ.;32;29
2010;Univ.;29;23
2010;Univ.;6;41
2010;Univ.;2;43
2010;Univ.;26;41
2010;Univ.;18;36
2010;Univ.;14;10
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;36;8
2010;Univ.;;
2010;Univ.;59;8
2010;Univ.;297;68
2010;Univ.;;
2010;Univ.;;
2010;Univ.;4;
2010;Univ.;;
2010;Univ.;2;12
2010;Univ.;18;14
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;24;1
2010;Univ.;31;11
2010;Univ.;8;3
2010;Univ.;24;32
2010;Univ.;30;45
2010;Univ.;36;22
2010;Univ.;;
2010;Univ.;;
2010;Univ.;15;11
2010;Univ.;21;43
2010;Univ.;26;14
2010;Univ.;13;37
2010;Univ.;17;49
2010;Univ.;14;29
2010;Univ.;;
2010;Univ.;;
2010;Univ.;41;28
2010;Univ.;25;25
2010;Univ.;34;19
2010;Univ.;9;63
2010;Univ.;13;42
2010;Univ.;27;36
2010;Univ.;35;30
2010;Univ.;4;39
2010;Univ.;7;35
2010;Univ.;36;38
2010;Univ.;28;38
2010;Univ.;11;34
2010;Univ.;;
2010;Univ.;15;13
2010;Univ.;20;19
2010;Univ.;42;1
2010;Univ.;40;1
2010;Univ.;17;19
2010;Univ.;34;9
2010;Univ.;46;4
2010;Univ.;27;27
2010;Univ.;68;16
2010;Univ.;22;4
2010;Univ.;65;26
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;11;27
2010;Univ.;17;28
2010;Univ.;56;5
2010;Univ.;62;20
2010;Univ.;;
2010;Univ.;40;1
2010;Univ.;;
2010;Univ.;6;7
2010;Univ.;;
2010;Univ.;16;17
2010;Univ.;10;7
2010;Univ.;9;6
2010;Univ.;;
2010;Univ.;4;4
2010;Univ.;;
2010;Univ.;4;7
2010;Univ.;7;4
2010;Univ.;5;1
2010;Univ.;;
2010;Univ.;13;6
2010;Univ.;1;2
2010;Univ.;;
2010;Univ.;7;4
2010;Univ.;18;6
2010;Univ.;;
2010;Univ.;9;22
2010;Univ.;1;6
2010;Univ.;8;18
2010;Univ.;;17
2010;Univ.;1;11
2010;Univ.;2;1
2010;Univ.;2;2
2010;Univ.;7;4
2010;Univ.;9;3
2010;Univ.;7;16
2010;Univ.;4;6
2010;Univ.;2;4
2010;Univ.;2;20
2010;Univ.;;
2010;Univ.;18;81
2010;Univ.;21;23
2010;Univ.;4;13
2010;Univ.;14;2
2010;Univ.;30;13
2010;Univ.;39;8
2010;Univ.;17;4
2010;Univ.;14;
2010;Univ.;23;7
2010;Univ.;;
2010;Univ.;;
2010;Univ.;18;
2010;Univ.;42;7
2010;Univ.;21;1
2010;Univ.;20;11
2010;Univ.;20;11
2010;Univ.;22;9
2010;Univ.;10;2
2010;Univ.;30;
2010;Univ.;36;45
2010;Univ.;38;76
2010;Univ.;;
2010;Univ.;;
2010;Univ.;47;30
2010;Univ.;;
2010;Univ.;19;12
2010;Univ.;35;36
2010;Univ.;11;13
2010;Univ.;17;30
2010;Univ.;;
2010;Univ.;31;46
2010;Univ.;54;51
2010;Univ.;10;40
2010;Univ.;20;32
2010;Univ.;34;36
2010;Univ.;25;47
2010;Univ.;19;31
2010;Univ.;61;9
2010;Univ.;44;34
2010;Univ.;32;13
2010;Univ.;38;10
2010;Univ.;41;8
2010;Univ.;;
2010;Univ.;45;5
2010;Univ.;42;6
2010;Univ.;13;16
2010;Univ.;4;8
2010;Univ.;88;36
2010;Univ.;72;49
2010;Univ.;10;11
2010;Univ.;16;4
2010;Univ.;14;3
2010;Univ.;;
2010;Univ.;29;13
2010;Univ.;10;12
2010;Univ.;24;4
2010;Univ.;24;9
2010;Univ.;;
2010;Univ.;21;12
2010;Univ.;8;8
2010;Univ.;5;
2010;Univ.;7;8
2010;Univ.;5;30
2010;Univ.;27;30
2010;Univ.;;13
2010;Univ.;9;48
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;1;1
2010;Univ.;22;5
2010;Univ.;65;18
2010;Univ.;8;3
2010;Univ.;20;2
2010;Univ.;;
2010;Univ.;6;
2010;Univ.;67;56
2010;Univ.;164;103
2010;Univ.;28;52
2010;Univ.;87;63
2010;Univ.;;
2010;Univ.;13;12
2010;Univ.;10;12
2010;Univ.;37;41
2010;Univ.;57;47
2010;Univ.;13;25
2010;Univ.;41;102
2010;Univ.;;
2010;Univ.;65;79
2010;Univ.;37;24
2010;Univ.;50;52
2010;Univ.;77;106
2010;Univ.;33;30
2010;Univ.;118;72
2010;Univ.;;34
2010;Univ.;6;41
2010;Univ.;2;2
2010;Univ.;4;7
2010;Univ.;20;19
2010;Univ.;15;24
2010;Univ.;20;87
2010;Univ.;49;35
2010;Univ.;33;43
2010;Univ.;29;55
2010;Univ.;15;3
2010;Univ.;81;13
2010;Univ.;97;28
2010;Univ.;172;50
2010;Univ.;39;6
2010;Univ.;;
2010;Univ.;;
2010;Univ.;28;17
2010;Univ.;25;34
2010;Univ.;48;34
2010;Univ.;53;52
2010;Univ.;47;33
2010;Univ.;16;26
2010;Univ.;20;27
2010;Univ.;19;23
2010;Univ.;23;19
2010;Univ.;;
2010;Univ.;17;12
2010;Univ.;7;8
2010;Univ.;55;43
2010;Univ.;4;18
2010;Univ.;;
2010;Univ.;20;19
2010;Univ.;11;17
2010;Univ.;;
2010;Univ.;;
2010;Univ.;24;42
2010;Univ.;44;115
2010;Univ.;;
2010;Univ.;15;13
2010;Univ.;19;29
2010;Univ.;15;12
2010;Univ.;3;36
2010;Univ.;3;3
2010;Univ.;;
2010;Univ.;;
2010;Univ.;39;55
2010;Univ.;9;16
2010;Univ.;117;119
2010;Univ.;112;95
2010;Univ.;1;36
2010;Univ.;1;51
2010;Univ.;1;38
2010;Univ.;;
2010;Univ.;;35
2010;Univ.;;18
2010;Univ.;1;42
2010;Univ.;2;11
2010;Univ.;26;10
2010;Univ.;77;18
2010;Univ.;13;24
2010;Univ.;8;36
2010;Univ.;;
2010;Univ.;8;16
2010;Univ.;7;39
2010;Univ.;13;133
2010;Univ.;15;5
2010;Univ.;7;56
2010;Univ.;19;2
2010;Univ.;2;1
2010;Univ.;46;9
2010;Univ.;35;20
2010;Univ.;43;7
2010;Univ.;21;3
2010;Univ.;32;3
2010;Univ.;23;4
2010;Univ.;;
2010;Univ.;41;7
2010;Univ.;45;6
2010;Univ.;23;2
2010;Univ.;26;2
2010;Univ.;29;11
2010;Univ.;195;44
2010;Univ.;10;2
2010;Univ.;27;2
2010;Univ.;;
2010;Univ.;26;9
2010;Univ.;9;
2010;Univ.;19;7
2010;Univ.;7;3
2010;Univ.;22;7
2010;Univ.;13;2
2010;Univ.;40;3
2010;Univ.;16;1
2010;Univ.;14;3
2010;Univ.;;
2010;Univ.;5;15
2010;Univ.;33;34
2010;Univ.;;
2010;Univ.;26;15
2010;Univ.;26;17
2010;Univ.;16;11
2010;Univ.;12;11
2010;Univ.;11;16
2010;Univ.;;
2010;Univ.;17;20
2010;Univ.;35;42
2010;Univ.;20;27
2010;Univ.;;
2010;Univ.;17;50
2010;Univ.;4;20
2010;Univ.;50;48
2010;Univ.;39;43
2010;Univ.;;
2010;Univ.;;37
2010;Univ.;;22
2010;Univ.;;
2010;Univ.;8;30
2010;Univ.;10;23
2010;Univ.;;
2010;Univ.;14;10
2010;Univ.;;
2010;Univ.;;
2010;Univ.;36;27
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;5;7
2010;Univ.;29;22
2010;Univ.;22;33
2010;Univ.;14;25
2010;Univ.;14;41
2010;Univ.;30;26
2010;Univ.;10;27
2010;Univ.;5;32
2010;Univ.;16;17
2010;Univ.;24;13
2010;Univ.;8;6
2010;Univ.;;
2010;Univ.;;
2010;Univ.;65;6
2010;Univ.;46;9
2010;Univ.;25;7
2010;Univ.;4;3
2010;Univ.;20;10
2010;Univ.;50;41
2010;Univ.;;
2010;Univ.;;
2010;Univ.;57;16
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;72;11
2010;Univ.;;
2010;Univ.;9;12
2010;Univ.;;
2010;Univ.;42;2
2010;Univ.;;
2010;Univ.;;
2010;Univ.;10;16
2010;Univ.;;
2010;Univ.;36;28
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;35;18
2010;Univ.;;
2010;Univ.;;
2010;Univ.;22;31
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;1
2010;Univ.;51;48
2010;Univ.;41;51
2010;Univ.;32;17
2010;Univ.;;
2010;Univ.;25;17
2010;Univ.;5;3
2010;Univ.;9;4
2010;Univ.;21;6
2010;Univ.;16;24
2010;Univ.;40;34
2010;Univ.;47;23
2010;Univ.;;
2010;Univ.;4;11
2010;Univ.;7;11
2010;Univ.;;
2010;Univ.;29;33
2010;Univ.;21;20
2010;Univ.;6;10
2010;Univ.;1;1
2010;Univ.;16;10
2010;Univ.;;
2010;Univ.;;
2010;Univ.;11;17
2010;Univ.;;1
2010;Univ.;8;4
2010;Univ.;4;3
2010;Univ.;11;5
2010;Univ.;;
2010;Univ.;;
2010;Univ.;13;6
2010;Univ.;22;13
2010;Univ.;2;5
2010;Univ.;16;20
2010;Univ.;;
2010;Univ.;15;38
2010;Univ.;7;20
2010;Univ.;14;10
2010;Univ.;;1
2010;Univ.;1;1
2010;Univ.;3;22
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;1
2010;Univ.;18;34
2010;Univ.;24;20
2010;Univ.;23;19
2010;Univ.;;3
2010;Univ.;6;10
2010;Univ.;4;11
2010;Univ.;;24
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;6;12
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;5;24
2010;Univ.;;
2010;Univ.;;
2010;Univ.;7;11
2010;Univ.;6;3
2010;Univ.;38;31
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;18;22
2010;Univ.;3;5
2010;Univ.;11;12
2010;Univ.;;20
2010;Univ.;9;9
2010;Univ.;;
2010;Univ.;;
2010;Univ.;16;23
2010;Univ.;10;15
2010;Univ.;11;20
2010;Univ.;21;23
2010;Univ.;28;51
2010;Univ.;;
2010;Univ.;2;11
2010;Univ.;8;50
2010;Univ.;12;38
2010;Univ.;26;39
2010;Univ.;17;43
2010;Univ.;8;5
2010;Univ.;15;25
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;9;42
2010;Univ.;;
2010;Univ.;6;15
2010;Univ.;11;12
2010;Univ.;28;2
2010;Univ.;7;
2010;Univ.;42;7
2010;Univ.;;
2010;Univ.;;
2010;Univ.;68;24
2010;Univ.;32;7
2010;Univ.;6;1
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;1
2010;Univ.;32;4
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;9;5
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;13;10
2010;Univ.;;
2010;Univ.;42;7
2010;Univ.;39;21
2010;Univ.;1;
2010;Univ.;;
2010;Univ.;31;2
2010;Univ.;19;
2010;Univ.;38;3
2010;Univ.;;
2010;Univ.;21;12
2010;Univ.;25;3
2010;Univ.;2;
2010;Univ.;22;
2010;Univ.;21;
2010;Univ.;12;
2010;Univ.;49;4
2010;Univ.;26;6
2010;Univ.;28;3
2010;Univ.;29;16
2010;Univ.;65;26
2010;Univ.;17;21
2010;Univ.;67;37
2010;Univ.;;
2010;Univ.;16;6
2010;Univ.;32;20
2010;Univ.;10;1
2010;Univ.;;
2010;Univ.;;
2010;Univ.;;
2010;Univ.;22;5
2010;Univ.;2;24
2010;Univ.;1;23
2010;Univ.;;25
2010;Univ.;2;24
2010;Univ.;;
2010;Univ.;;26
2010;Univ.;;85
2010;Univ.;3;28
2010;Univ.;11;75
2010;Univ.;;
2010;Univ.;10;25
2010;Univ.;25;42
2010;Univ.;16;33
2010;Univ.;25;40
2010;Univ.;47;46
2010;Univ.;35;18
2010;Univ.;18;11
2010;Univ.;16;24
2010;Univ.;39;29
2010;Univ.;4;9
2010;Univ.;20;52
2010;Univ.;6;19
2010;Univ.;35;35
2010;Univ.;20;17
2010;Univ.;7;22
2010;Univ.;21;20
2010;Univ.;8;35
2010;Univ.;;
2010;Univ.;11;24
2010;Univ.;16;18
2010;Univ.;16;5
2010;Univ.;13;15
2010;Univ.;17;7
2010;Univ.;7;5
2010;Univ.;9;20
2010;Univ.;26;17
2010;Univ.;22;19
2010;Univ.;;
2010;Univ.;;
2010;Univ.;2;24
2010;Univ.;2;48
2010;Univ.;;26
2010;Univ.;;44
2010;Univ.;;19
2010;Univ.;28;14
2010;Univ.;4;20
2010;Univ.;13;37
2010;Univ.;12;46
2010;Univ.;;
2010;Univ.;11;26
2010;Univ.;15;36
2010;Univ.;7;17
2010;Univ.;9;28
2010;Univ.;21;38
2010;Univ.;4;7
2010;Univ.;;57
2010;Univ.;61;
2010;Univ.;44;32
2010;Univ.;8;19
2010;Univ.;20;10
2010;Univ.;11;8
2010;Univ.;26;11
2010;Univ.;37;23
2010;Univ.;20;10
2010;Univ.;11;25
2010;Univ.;22;37
