Agno;Tipo Institucion;Matricula primer agno hombres;Matricula primer agno mujeres
2017;Univ.;9;
2017;Univ.;89;29
2017;Univ.;21;6
2017;Univ.;9;3
2017;Univ.;23;5
2017;Univ.;44;15
2017;Univ.;13;1
2017;Univ.;17;7
2017;Univ.;;
2017;Univ.;16;1
2017;Univ.;30;2
2017;Univ.;11;2
2017;Univ.;30;16
2017;Univ.;14;7
2017;Univ.;14;17
2017;Univ.;25;38
2017;Univ.;10;23
2017;Univ.;13;9
2017;Univ.;13;3
2017;Univ.;17;7
2017;Univ.;15;30
2017;Univ.;14;2
2017;Univ.;24;18
2017;Univ.;9;8
2017;Univ.;5;7
2017;Univ.;35;34
2017;Univ.;24;13
2017;Univ.;9;12
2017;Univ.;26;20
2017;Univ.;9;9
2017;Univ.;11;11
2017;Univ.;10;10
2017;Univ.;1;9
2017;Univ.;11;130
2017;Univ.;13;7
2017;Univ.;;6
2017;Univ.;4;6
2017;Univ.;11;5
2017;Univ.;4;2
2017;Univ.;13;7
2017;Univ.;3;17
2017;Univ.;9;5
2017;Univ.;13;7
2017;Univ.;6;5
2017;Univ.;7;5
2017;Univ.;15;12
2017;Univ.;4;4
2017;Univ.;8;10
2017;Univ.;2;16
2017;Univ.;4;14
2017;Univ.;7;19
2017;Univ.;11;22
2017;Univ.;3;23
2017;Univ.;2;27
2017;Univ.;4;15
2017;Univ.;6;26
2017;Univ.;7;4
2017;Univ.;10;12
2017;Univ.;13;8
2017;Univ.;68;47
2017;Univ.;0;82
2017;Univ.;1;14
2017;Univ.;3;72
2017;Univ.;2;28
2017;Univ.;1;39
2017;Univ.;0;32
2017;Univ.;1;12
2017;Univ.;2;35
2017;Univ.;0;39
2017;Univ.;0;39
2017;Univ.;0;41
2017;Univ.;0;20
2017;Univ.;6;77
2017;Univ.;0;50
2017;Univ.;0;21
2017;Univ.;1;0
2017;Univ.;2;64
2017;Univ.;4;0
2017;Univ.;10;28
2017;Univ.;10;20
2017;Univ.;5;4
2017;Univ.;35;8
2017;Univ.;16;1
2017;Univ.;5;1
2017;Univ.;26;3
2017;Univ.;20;2
2017;Univ.;7;0
2017;Univ.;13;4
2017;Univ.;3;0
2017;Univ.;5;2
2017;Univ.;19;26
2017;Univ.;18;42
2017;Univ.;24;40
2017;Univ.;49;41
2017;Univ.;24;6
2017;Univ.;43;48
2017;Univ.;23;29
2017;Univ.;33;26
2017;Univ.;13;26
2017;Univ.;24;12
2017;Univ.;24;9
2017;Univ.;18;48
2017;Univ.;10;42
2017;Univ.;11;37
2017;Univ.;0;59
2017;Univ.;0;0
2017;Univ.;7;48
2017;Univ.;9;15
2017;Univ.;15;40
2017;Univ.;43;19
2017;Univ.;36;17
2017;Univ.;24;38
2017;Univ.;17;18
2017;Univ.;19;50
2017;Univ.;8;49
2017;Univ.;7;49
2017;Univ.;26;16
2017;Univ.;53;5
2017;Univ.;63;10
2017;Univ.;58;9
2017;Univ.;79;6
2017;Univ.;66;28
2017;Univ.;62;49
2017;Univ.;63;7
2017;Univ.;32;30
2017;Univ.;65;3
2017;Univ.;57;3
2017;Univ.;15;25
2017;Univ.;70;6
2017;Univ.;62;24
2017;Univ.;66;1
2017;Univ.;11;10
2017;Univ.;;
2017;Univ.;2;0
2017;Univ.;15;17
2017;Univ.;12;18
2017;Univ.;34;45
2017;Univ.;7;12
2017;Univ.;13;28
2017;Univ.;;
2017;Univ.;11;14
2017;Univ.;;
2017;Univ.;12;12
2017;Univ.;;
2017;Univ.;12;12
2017;Univ.;21;24
2017;Univ.;19;27
2017;Univ.;;
2017;Univ.;34;26
2017;Univ.;10;2
2017;Univ.;14;11
2017;Univ.;;
2017;Univ.;13;15
2017;Univ.;;
2017;Univ.;24;22
2017;Univ.;7;14
2017;Univ.;26;31
2017;Univ.;18;12
2017;Univ.;16;24
2017;Univ.;9;10
2017;Univ.;5;2
2017;Univ.;28;23
2017;Univ.;30;36
2017;Univ.;53;58
2017;Univ.;0;1
2017;Univ.;45;38
2017;Univ.;17;17
2017;Univ.;49;68
2017;Univ.;0;1
2017;Univ.;18;23
2017;Univ.;22;4
2017;Univ.;6;27
2017;Univ.;17;38
2017;Univ.;12;37
2017;Univ.;18;44
2017;Univ.;21;62
2017;Univ.;23;63
2017;Univ.;14;33
2017;Univ.;4;9
2017;Univ.;;
2017;Univ.;15;38
2017;Univ.;25;46
2017;Univ.;;
2017;Univ.;18;15
2017;Univ.;5;1
2017;Univ.;44;26
2017;Univ.;;
2017;Univ.;31;25
2017;Univ.;9;3
2017;Univ.;;
2017;Univ.;;
2017;Univ.;26;11
2017;Univ.;5;18
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;10;9
2017;Univ.;12;6
2017;Univ.;5;8
2017;Univ.;23;56
2017;Univ.;11;44
2017;Univ.;26;35
2017;Univ.;3;23
2017;Univ.;9;28
2017;Univ.;6;11
2017;Univ.;16;28
2017;Univ.;6;23
2017;Univ.;32;60
2017;Univ.;30;65
2017;Univ.;12;42
2017;Univ.;10;28
2017;Univ.;7;14
2017;Univ.;6;16
2017;Univ.;22;21
2017;Univ.;10;24
2017;Univ.;2;20
2017;Univ.;6;13
2017;Univ.;3;16
2017;Univ.;;
2017;Univ.;16;48
2017;Univ.;5;26
2017;Univ.;4;21
2017;Univ.;1;19
2017;Univ.;12;18
2017;Univ.;27;29
2017;Univ.;9;18
2017;Univ.;11;15
2017;Univ.;12;21
2017;Univ.;20;14
2017;Univ.;11;29
2017;Univ.;39;42
2017;Univ.;9;16
2017;Univ.;31;38
2017;Univ.;2;28
2017;Univ.;0;6
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;0;32
2017;Univ.;3;35
2017;Univ.;2;16
2017;Univ.;0;26
2017;Univ.;0;11
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;2;38
2017;Univ.;1;50
2017;Univ.;0;20
2017;Univ.;;
2017;Univ.;8;5
2017;Univ.;12;3
2017;Univ.;23;13
2017;Univ.;17;4
2017;Univ.;27;7
2017;Univ.;9;3
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;7;23
2017;Univ.;6;18
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;11;6
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;26;8
2017;Univ.;2;1
2017;Univ.;2;0
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;8;10
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;22;8
2017;Univ.;21;7
2017;Univ.;26;10
2017;Univ.;23;8
2017;Univ.;23;11
2017;Univ.;;
2017;Univ.;26;6
2017;Univ.;45;11
2017;Univ.;;
2017;Univ.;;
2017;Univ.;25;70
2017;Univ.;14;25
2017;Univ.;16;29
2017;Univ.;6;10
2017;Univ.;21;74
2017;Univ.;16;74
2017;Univ.;10;76
2017;Univ.;16;76
2017;Univ.;16;122
2017;Univ.;14;87
2017;Univ.;3;61
2017;Univ.;5;33
2017;Univ.;0;14
2017;Univ.;4;16
2017;Univ.;2;47
2017;Univ.;2;23
2017;Univ.;34;48
2017;Univ.;38;29
2017;Univ.;19;22
2017;Univ.;28;33
2017;Univ.;38;51
2017;Univ.;17;23
2017;Univ.;7;49
2017;Univ.;8;38
2017;Univ.;5;32
2017;Univ.;3;35
2017;Univ.;11;63
2017;Univ.;10;23
2017;Univ.;3;27
2017;Univ.;4;36
2017;Univ.;15;41
2017;Univ.;6;29
2017;Univ.;25;80
2017;Univ.;7;37
2017;Univ.;9;77
2017;Univ.;7;31
2017;Univ.;6;4
2017;Univ.;32;0
2017;Univ.;15;1
2017;Univ.;;
2017;Univ.;;
2017;Univ.;9;0
2017;Univ.;8;3
2017;Univ.;19;6
2017;Univ.;;
2017;Univ.;10;1
2017;Univ.;8;3
2017;Univ.;15;1
2017;Univ.;12;4
2017;Univ.;12;1
2017;Univ.;;
2017;Univ.;21;4
2017;Univ.;8;8
2017;Univ.;57;6
2017;Univ.;;
2017;Univ.;23;1
2017;Univ.;;
2017;Univ.;36;0
2017;Univ.;24;3
2017;Univ.;25;6
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;0;1
2017;Univ.;;
2017;Univ.;;
2017;Univ.;16;12
2017;Univ.;16;2
2017;Univ.;;
2017;Univ.;21;7
2017;Univ.;;
2017;Univ.;11;10
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;2;1
2017;Univ.;25;12
2017;Univ.;12;1
2017;Univ.;;
2017;Univ.;;
2017;Univ.;51;3
2017;Univ.;;
2017;Univ.;98;12
2017;Univ.;25;4
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;22;6
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;1;0
2017;Univ.;22;7
2017;Univ.;;
2017;Univ.;;
2017;Univ.;35;3
2017;Univ.;;
2017;Univ.;399;204
2017;Univ.;137;100
2017;Univ.;0;0
2017;Univ.;10;17
2017;Univ.;19;25
2017;Univ.;16;25
2017;Univ.;19;45
2017;Univ.;16;39
2017;Univ.;72;52
2017;Univ.;60;31
2017;Univ.;0;0
2017;Univ.;0;0
2017;Univ.;0;0
2017;Univ.;0;0
2017;Univ.;0;0
2017;Univ.;0;0
2017;Univ.;0;0
2017;Univ.;0;0
2017;Univ.;0;0
2017;Univ.;0;0
2017;Univ.;0;0
2017;Univ.;0;0
2017;Univ.;0;0
2017;Univ.;346;92
2017;Univ.;151;31
2017;Univ.;13;33
2017;Univ.;4;0
2017;Univ.;7;9
2017;Univ.;36;45
2017;Univ.;30;40
2017;Univ.;10;4
2017;Univ.;7;6
2017;Univ.;2;2
2017;Univ.;13;27
2017;Univ.;2;5
2017;Univ.;31;13
2017;Univ.;211;59
2017;Univ.;118;68
2017;Univ.;65;33
2017;Univ.;104;42
2017;Univ.;28;10
2017;Univ.;10;9
2017;Univ.;3;7
2017;Univ.;2;3
2017;Univ.;78;47
2017;Univ.;37;34
2017;Univ.;8;5
2017;Univ.;7;4
2017;Univ.;13;10
2017;Univ.;41;38
2017;Univ.;32;37
2017;Univ.;29;12
2017;Univ.;12;9
2017;Univ.;14;10
2017;Univ.;66;69
2017;Univ.;14;9
2017;Univ.;39;18
2017;Univ.;47;29
2017;Univ.;22;17
2017;Univ.;34;35
2017;Univ.;12;19
2017;Univ.;20;22
2017;Univ.;19;15
2017;Univ.;2;2
2017;Univ.;44;129
2017;Univ.;43;2
2017;Univ.;69;58
2017;Univ.;41;34
2017;Univ.;5;22
2017;Univ.;7;21
2017;Univ.;6;8
2017;Univ.;1;21
2017;Univ.;10;8
2017;Univ.;0;0
2017;Univ.;20;45
2017;Univ.;13;39
2017;Univ.;89;143
2017;Univ.;39;86
2017;Univ.;12;5
2017;Univ.;17;29
2017;Univ.;11;4
2017;Univ.;21;7
2017;Univ.;5;0
2017;Univ.;28;11
2017;Univ.;66;43
2017;Univ.;22;20
2017;Univ.;14;6
2017;Univ.;52;27
2017;Univ.;20;75
2017;Univ.;84;145
2017;Univ.;57;108
2017;Univ.;18;12
2017;Univ.;9;8
2017;Univ.;8;16
2017;Univ.;5;15
2017;Univ.;11;27
2017;Univ.;6;22
2017;Univ.;6;29
2017;Univ.;35;41
2017;Univ.;141;132
2017;Univ.;28;41
2017;Univ.;86;94
2017;Univ.;27;19
2017;Univ.;0;0
2017;Univ.;6;5
2017;Univ.;0;0
2017;Univ.;0;24
2017;Univ.;0;14
2017;Univ.;0;15
2017;Univ.;0;0
2017;Univ.;1;11
2017;Univ.;2;5
2017;Univ.;0;12
2017;Univ.;8;4
2017;Univ.;0;1
2017;Univ.;71;26
2017;Univ.;16;6
2017;Univ.;32;5
2017;Univ.;0;0
2017;Univ.;8;7
2017;Univ.;19;24
2017;Univ.;10;14
2017;Univ.;29;32
2017;Univ.;79;66
2017;Univ.;23;29
2017;Univ.;1;18
2017;Univ.;1;30
2017;Univ.;5;17
2017;Univ.;1;33
2017;Univ.;13;19
2017;Univ.;1;0
2017;Univ.;16;8
2017;Univ.;7;3
2017;Univ.;15;17
2017;Univ.;23;93
2017;Univ.;28;175
2017;Univ.;12;117
2017;Univ.;3;36
2017;Univ.;9;48
2017;Univ.;10;50
2017;Univ.;21;28
2017;Univ.;89;104
2017;Univ.;36;45
2017;Univ.;15;27
2017;Univ.;36;61
2017;Univ.;17;35
2017;Univ.;9;50
2017;Univ.;31;167
2017;Univ.;8;59
2017;Univ.;5;71
2017;Univ.;18;30
2017;Univ.;50;120
2017;Univ.;36;101
2017;Univ.;72;80
2017;Univ.;14;30
2017;Univ.;33;56
2017;Univ.;92;127
2017;Univ.;40;71
2017;Univ.;17;68
2017;Univ.;25;135
2017;Univ.;18;72
2017;Univ.;25;4
2017;Univ.;27;28
2017;Univ.;98;10
2017;Univ.;14;0
2017;Univ.;8;0
2017;Univ.;20;2
2017;Univ.;4;1
2017;Univ.;15;1
2017;Univ.;44;9
2017;Univ.;15;6
2017;Univ.;15;3
2017;Univ.;42;8
2017;Univ.;24;15
2017;Univ.;159;49
2017;Univ.;42;18
2017;Univ.;38;11
2017;Univ.;56;9
2017;Univ.;122;19
2017;Univ.;19;7
2017;Univ.;38;6
2017;Univ.;19;10
2017;Univ.;49;10
2017;Univ.;39;16
2017;Univ.;12;3
2017;Univ.;21;4
2017;Univ.;63;19
2017;Univ.;35;12
2017;Univ.;44;4
2017;Univ.;26;1
2017;Univ.;5;1
2017;Univ.;34;23
2017;Univ.;11;4
2017;Univ.;0;0
2017;Univ.;0;0
2017;Univ.;107;10
2017;Univ.;47;8
2017;Univ.;13;0
2017;Univ.;7;1
2017;Univ.;0;0
2017;Univ.;31;5
2017;Univ.;13;0
2017;Univ.;10;2
2017;Univ.;0;0
2017;Univ.;1;0
2017;Univ.;53;7
2017;Univ.;11;3
2017;Univ.;15;5
2017;Univ.;3;3
2017;Univ.;6;8
2017;Univ.;3;0
2017;Univ.;0;0
2017;Univ.;8;5
2017;Univ.;2;0
2017;Univ.;7;1
2017;Univ.;9;0
2017;Univ.;13;1
2017;Univ.;22;4
2017;Univ.;54;3
2017;Univ.;8;2
2017;Univ.;2;4
2017;Univ.;4;2
2017;Univ.;11;9
2017;Univ.;;
2017;Univ.;13;4
2017;Univ.;;
2017;Univ.;5;49
2017;Univ.;4;25
2017;Univ.;1;7
2017;Univ.;0;11
2017;Univ.;1;6
2017;Univ.;1;3
2017;Univ.;1;4
2017;Univ.;4;6
2017;Univ.;;
2017;Univ.;3;0
2017;Univ.;;
2017;Univ.;20;5
2017;Univ.;0;17
2017;Univ.;36;1
2017;Univ.;19;60
2017;Univ.;7;44
2017;Univ.;5;60
2017;Univ.;7;19
2017;Univ.;6;0
2017;Univ.;6;0
2017;Univ.;;
2017;Univ.;189;50
2017;Univ.;92;45
2017;Univ.;179;61
2017;Univ.;13;9
2017;Univ.;9;10
2017;Univ.;54;32
2017;Univ.;27;28
2017;Univ.;78;72
2017;Univ.;0;0
2017;Univ.;30;17
2017;Univ.;3;24
2017;Univ.;21;120
2017;Univ.;20;16
2017;Univ.;19;45
2017;Univ.;0;0
2017;Univ.;18;22
2017;Univ.;14;22
2017;Univ.;36;24
2017;Univ.;44;65
2017;Univ.;24;73
2017;Univ.;43;43
2017;Univ.;78;59
2017;Univ.;0;41
2017;Univ.;1;30
2017;Univ.;6;10
2017;Univ.;9;32
2017;Univ.;36;23
2017;Univ.;38;129
2017;Univ.;7;82
2017;Univ.;2;13
2017;Univ.;6;52
2017;Univ.;19;15
2017;Univ.;45;45
2017;Univ.;42;51
2017;Univ.;3;35
2017;Univ.;7;73
2017;Univ.;36;87
2017;Univ.;35;81
2017;Univ.;32;50
2017;Univ.;13;2
2017;Univ.;28;6
2017;Univ.;34;12
2017;Univ.;73;35
2017;Univ.;68;15
2017;Univ.;82;20
2017;Univ.;21;16
2017;Univ.;10;13
2017;Univ.;5;8
2017;Univ.;64;34
2017;Univ.;58;35
2017;Univ.;22;8
2017;Univ.;5;5
2017;Univ.;5;1
2017;Univ.;14;10
2017;Univ.;4;4
2017;Univ.;20;6
2017;Univ.;27;9
2017;Univ.;6;5
2017;Univ.;8;8
2017;Univ.;18;8
2017;Univ.;10;5
2017;Univ.;3;4
2017;Univ.;5;5
2017;Univ.;4;7
2017;Univ.;35;20
2017;Univ.;18;25
2017;Univ.;2;4
2017;Univ.;7;12
2017;Univ.;15;9
2017;Univ.;68;43
2017;Univ.;26;53
2017;Univ.;19;27
2017;Univ.;44;33
2017;Univ.;29;10
2017;Univ.;18;20
2017;Univ.;0;0
2017;Univ.;8;13
2017;Univ.;58;74
2017;Univ.;45;88
2017;Univ.;19;36
2017;Univ.;29;62
2017;Univ.;5;43
2017;Univ.;9;58
2017;Univ.;24;46
2017;Univ.;9;37
2017;Univ.;75;86
2017;Univ.;0;0
2017;Univ.;35;41
2017;Univ.;46;53
2017;Univ.;35;31
2017;Univ.;1;62
2017;Univ.;1;36
2017;Univ.;4;43
2017;Univ.;2;47
2017;Univ.;0;0
2017;Univ.;0;14
2017;Univ.;0;0
2017;Univ.;2;8
2017;Univ.;3;21
2017;Univ.;0;0
2017;Univ.;0;0
2017;Univ.;3;13
2017;Univ.;33;15
2017;Univ.;0;0
2017;Univ.;22;13
2017;Univ.;0;0
2017;Univ.;0;0
2017;Univ.;0;0
2017;Univ.;7;5
2017;Univ.;0;0
2017;Univ.;12;25
2017;Univ.;14;29
2017;Univ.;5;7
2017;Univ.;8;16
2017;Univ.;0;0
2017;Univ.;0;0
2017;Univ.;0;0
2017;Univ.;0;0
2017;Univ.;46;80
2017;Univ.;20;34
2017;Univ.;42;102
2017;Univ.;13;27
2017;Univ.;27;76
2017;Univ.;0;0
2017;Univ.;0;0
2017;Univ.;21;61
2017;Univ.;26;95
2017;Univ.;22;53
2017;Univ.;11;66
2017;Univ.;3;27
2017;Univ.;9;55
2017;Univ.;11;32
2017;Univ.;45;37
2017;Univ.;0;0
2017;Univ.;17;11
2017;Univ.;56;41
2017;Univ.;23;20
2017;Univ.;35;54
2017;Univ.;39;31
2017;Univ.;55;34
2017;Univ.;17;77
2017;Univ.;14;35
2017;Univ.;14;90
2017;Univ.;12;37
2017;Univ.;9;78
2017;Univ.;3;70
2017;Univ.;6;78
2017;Univ.;49;63
2017;Univ.;0;0
2017;Univ.;23;31
2017;Univ.;63;99
2017;Univ.;23;32
2017;Univ.;23;45
2017;Univ.;31;33
2017;Univ.;48;65
2017;Univ.;8;16
2017;Univ.;38;64
2017;Univ.;19;76
2017;Univ.;9;59
2017;Univ.;18;8
2017;Univ.;31;18
2017;Univ.;0;0
2017;Univ.;0;0
2017;Univ.;0;0
2017;Univ.;33;4
2017;Univ.;14;6
2017;Univ.;23;5
2017;Univ.;18;6
2017;Univ.;45;16
2017;Univ.;28;5
2017;Univ.;32;18
2017;Univ.;14;6
2017;Univ.;13;5
2017;Univ.;18;4
2017;Univ.;9;2
2017;Univ.;31;4
2017;Univ.;15;3
2017;Univ.;35;10
2017;Univ.;3;2
2017;Univ.;31;3
2017;Univ.;27;13
2017;Univ.;13;3
2017;Univ.;10;3
2017;Univ.;11;3
2017;Univ.;19;2
2017;Univ.;9;1
2017;Univ.;19;15
2017;Univ.;46;7
2017;Univ.;13;3
2017;Univ.;2;0
2017;Univ.;8;2
2017;Univ.;11;0
2017;Univ.;6;1
2017;Univ.;0;0
2017;Univ.;0;0
2017;Univ.;0;1
2017;Univ.;2;6
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;23;32
2017;Univ.;11;20
2017;Univ.;17;22
2017;Univ.;8;10
2017;Univ.;14;18
2017;Univ.;21;29
2017;Univ.;17;12
2017;Univ.;17;24
2017;Univ.;0;0
2017;Univ.;0;0
2017;Univ.;0;0
2017;Univ.;0;0
2017;Univ.;0;0
2017;Univ.;66;57
2017;Univ.;21;33
2017;Univ.;39;32
2017;Univ.;46;43
2017;Univ.;66;44
2017;Univ.;34;46
2017;Univ.;32;26
2017;Univ.;0;0
2017;Univ.;0;0
2017;Univ.;2;0
2017;Univ.;20;34
2017;Univ.;18;23
2017;Univ.;26;25
2017;Univ.;24;22
2017;Univ.;37;83
2017;Univ.;30;77
2017;Univ.;32;93
2017;Univ.;26;92
2017;Univ.;33;82
2017;Univ.;33;89
2017;Univ.;0;0
2017;Univ.;27;37
2017;Univ.;0;0
2017;Univ.;8;24
2017;Univ.;11;80
2017;Univ.;0;0
2017;Univ.;17;43
2017;Univ.;23;50
2017;Univ.;50;75
2017;Univ.;22;39
2017;Univ.;36;83
2017;Univ.;25;75
2017;Univ.;50;74
2017;Univ.;36;55
2017;Univ.;31;45
2017;Univ.;0;40
2017;Univ.;0;44
2017;Univ.;0;30
2017;Univ.;5;27
2017;Univ.;0;0
2017;Univ.;3;22
2017;Univ.;0;0
2017;Univ.;0;0
2017;Univ.;0;0
2017;Univ.;10;11
2017;Univ.;39;5
2017;Univ.;38;14
2017;Univ.;19;11
2017;Univ.;18;16
2017;Univ.;12;22
2017;Univ.;6;15
2017;Univ.;16;26
2017;Univ.;9;17
2017;Univ.;0;0
2017;Univ.;18;60
2017;Univ.;16;61
2017;Univ.;18;62
2017;Univ.;25;56
2017;Univ.;7;64
2017;Univ.;8;68
2017;Univ.;5;76
2017;Univ.;8;53
2017;Univ.;21;54
2017;Univ.;35;42
2017;Univ.;24;60
2017;Univ.;38;32
2017;Univ.;28;30
2017;Univ.;24;31
2017;Univ.;7;70
2017;Univ.;8;70
2017;Univ.;8;63
2017;Univ.;0;72
2017;Univ.;5;75
2017;Univ.;18;43
2017;Univ.;19;42
2017;Univ.;7;74
2017;Univ.;7;74
2017;Univ.;6;65
2017;Univ.;15;69
2017;Univ.;63;9
2017;Univ.;84;36
2017;Univ.;49;13
2017;Univ.;27;13
2017;Univ.;0;0
2017;Univ.;0;0
2017;Univ.;45;2
2017;Univ.;34;13
2017;Univ.;44;12
2017;Univ.;50;12
2017;Univ.;;
2017;Univ.;;
2017;Univ.;7;13
2017;Univ.;;
2017;Univ.;;
2017;Univ.;16;21
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;3;36
2017;Univ.;2;38
2017;Univ.;2;56
2017;Univ.;;
2017;Univ.;3;77
2017;Univ.;3;37
2017;Univ.;;
2017;Univ.;;
2017;Univ.;22;19
2017;Univ.;4;13
2017;Univ.;3;17
2017;Univ.;1;22
2017;Univ.;8;51
2017;Univ.;;19
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;18;5
2017;Univ.;14;4
2017;Univ.;32;9
2017;Univ.;4;17
2017;Univ.;;
2017;Univ.;10;23
2017;Univ.;;
2017;Univ.;7;17
2017;Univ.;19;23
2017;Univ.;;
2017;Univ.;9;24
2017;Univ.;9;17
2017;Univ.;8;10
2017;Univ.;;
2017;Univ.;;
2017;Univ.;8;21
2017;Univ.;2;11
2017;Univ.;4;14
2017;Univ.;2;10
2017;Univ.;6;21
2017;Univ.;;
2017;Univ.;;22
2017;Univ.;;
2017;Univ.;3;9
2017;Univ.;6;21
2017;Univ.;;
2017;Univ.;21;23
2017;Univ.;26;12
2017;Univ.;22;39
2017;Univ.;17;18
2017;Univ.;25;25
2017;Univ.;24;25
2017;Univ.;;
2017;Univ.;7;19
2017;Univ.;;
2017;Univ.;8;33
2017;Univ.;;
2017;Univ.;11;23
2017;Univ.;;
2017;Univ.;11;50
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;18;49
2017;Univ.;;
2017;Univ.;13;44
2017;Univ.;;
2017;Univ.;19;50
2017;Univ.;;
2017;Univ.;4;26
2017;Univ.;1;14
2017;Univ.;;
2017;Univ.;;
2017;Univ.;16;21
2017;Univ.;;
2017;Univ.;17;18
2017;Univ.;;
2017;Univ.;;
2017;Univ.;13;11
2017;Univ.;8;9
2017;Univ.;;
2017;Univ.;4;20
2017;Univ.;4;16
2017;Univ.;3;44
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;5;18
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;5;16
2017;Univ.;9;14
2017;Univ.;13;20
2017;Univ.;;
2017;Univ.;5;28
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;9;
2017;Univ.;;
2017;Univ.;12;1
2017;Univ.;17;9
2017;Univ.;11;3
2017;Univ.;19;3
2017;Univ.;;
2017;Univ.;24;6
2017;Univ.;17;4
2017;Univ.;;
2017;Univ.;23;0
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;21;5
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;14;2
2017;Univ.;31;10
2017;Univ.;17;1
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;13;13
2017;Univ.;9;10
2017;Univ.;;
2017;Univ.;;
2017;Univ.;18;1
2017;Univ.;18;0
2017;Univ.;30;2
2017;Univ.;;
2017;Univ.;20;1
2017;Univ.;21;3
2017;Univ.;;
2017;Univ.;36;3
2017;Univ.;;
2017;Univ.;;
2017;Univ.;24;1
2017;Univ.;;
2017;Univ.;43;
2017;Univ.;15;5
2017;Univ.;;
2017;Univ.;6;13
2017;Univ.;7;7
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;12;1
2017;Univ.;45;
2017;Univ.;18;5
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;6;18
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;28;3
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;18;27
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;7;29
2017;Univ.;3;18
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;;
2017;Univ.;58;18
2017;Univ.;125;75
2017;Univ.;0;67
2017;Univ.;4;8
2017;Univ.;10;2
2017;Univ.;39;13
2017;Univ.;2;28
2017;Univ.;27;49
2017;Univ.;16;75
2017;Univ.;40;42
2017;Univ.;115;88
